park,year,PTP,ecoregion,latitude,longitude,plot,transect,point,water,wetland,shrub,dshrub,dec,mixed,spruce,baresnow,elev_m,jdate,radius,sound,obsnum,AMPI,AMRO,ATSP,DEJU,FOSP,GCSP,HETH,OCWA,ROPT,SAVS,WCSP,WIPT,WISN,WIWA,YRWA
LACL,2004,215990304,AR,60.42430596,-153.3683132,21599,3,4,0.0,0.0,0.942675159,0.025477707,0.0,0.0,0.0,0.031847134,419.5499429,141,150.0,0.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LACL,2004,215990305,AR,60.428037,-153.3732779,21599,3,5,0.0,0.0,0.883647799,0.031446541,0.0,0.022012579,0.01572327,0.047169811,398.8670857,141,150.0,0.0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
LACL,2004,215990306,AR,60.43201203,-153.3776887,21599,3,6,0.0,0.0,0.96474359,0.0,0.016025641,0.019230769,0.0,0.0,389.2441143,141,150.0,0.8,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
LACL,2004,218360406,LH,60.45392501,-153.7898407,21836,4,6,0.272435897,0.0,0.019230769,0.0,0.092948718,0.080128205,0.298076923,0.237179487,101.727,140,50.0,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,218350108,LH,60.45559552,-153.9435647,21835,1,8,0.0,0.0,0.468152866,0.531847134,0.0,0.0,0.0,0.0,602.0816,140,150.0,0.0,2,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0
LACL,2004,218350107,LH,60.45704694,-153.9346339,21835,1,7,0.0,0.0,0.406349206,0.501587302,0.0,0.003174603,0.088888889,0.0,614.46156,140,150.0,0.0,2,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0
LACL,2004,218350106,LH,60.45820355,-153.9256655,21835,1,6,0.0,0.0,0.52866242,0.194267516,0.0,0.025477707,0.238853503,0.012738854,622.9309895,140,150.0,0.0,2,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0
LACL,2004,218360405,LH,60.45821713,-153.7912295,21836,4,5,0.223974763,0.0,0.0,0.009463722,0.192429022,0.110410095,0.116719243,0.347003155,102.59568,140,50.0,0.9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,215990201,AR,60.45939353,-153.4397023,21599,2,1,0.0,0.0,0.607028754,0.21086262,0.003194888,0.0,0.015974441,0.162939297,840.53172,141,150.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,218350105,LH,60.46074646,-153.9178091,21835,1,5,0.0,0.0,0.289389068,0.710610932,0.0,0.0,0.0,0.0,628.0476571,140,150.0,0.0,2,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0
LACL,2004,218350104,LH,60.46159093,-153.9087418,21835,1,4,0.0,0.0,0.353503185,0.630573248,0.0,0.0,0.0,0.015923567,650.5073684,140,150.0,0.0,2,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0
LACL,2004,218350103,LH,60.46229493,-153.8996672,21835,1,3,0.0,0.0,0.248407643,0.675159236,0.0,0.0,0.0,0.076433121,651.06804,140,150.0,0.0,2,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0
LACL,2004,215990202,AR,60.46255133,-153.4461865,21599,2,2,0.015974441,0.0,0.686900958,0.146964856,0.0,0.0,0.022364217,0.127795527,773.5824,141,150.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,218360404,LH,60.46272618,-153.7923245,21836,4,4,0.206349206,0.0,0.0,0.0,0.206349206,0.092063492,0.06984127,0.425396825,102.09276,140,50.0,0.5,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
LACL,2004,218350102,LH,60.46335549,-153.8895479,21835,1,2,0.0,0.0,0.227564103,0.676282051,0.0,0.0,0.0,0.096153846,670.8648,140,150.0,0.0,2,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0
LACL,2004,218350101,LH,60.46435696,-153.8785599,21835,1,1,0.0,0.0,0.233226837,0.763578275,0.0,0.0,0.0,0.003194888,682.4181714,139,150.0,0.0,2,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
LACL,2004,218360403,LH,60.46687111,-153.7887977,21836,4,3,0.143769968,0.0,0.057507987,0.0,0.115015974,0.079872204,0.239616613,0.364217252,104.9528,140,150.0,0.5,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
LACL,2004,218360402,LH,60.46951502,-153.7811656,21836,4,2,0.018987342,0.025316456,0.060126582,0.0,0.088607595,0.003164557,0.319620253,0.484177215,99.88731429,140,150.0,0.05,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
LACL,2004,218360401,LH,60.4724004,-153.7741002,21836,4,1,0.329073482,0.0,0.0,0.0,0.051118211,0.019169329,0.348242812,0.252396166,103.69296,140,150.0,0.8,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
LACL,2004,218360302,LH,60.48479774,-153.781357,21836,3,2,0.0,0.0,0.098101266,0.0,0.57278481,0.21835443,0.110759494,0.0,229.52964,139,150.0,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LACL,2004,218360301,LH,60.48514257,-153.7901112,21836,3,1,0.0,0.0,0.624203822,0.076433121,0.251592357,0.047770701,0.0,0.0,464.1596,139,150.0,0.7,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
LACL,2004,218360203,LH,60.48839064,-153.8013717,21836,2,3,0.041139241,0.0,0.851265823,0.003164557,0.0,0.041139241,0.063291139,0.0,472.9212632,139,150.0,0.1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,218360204,LH,60.49228907,-153.7962931,21836,2,4,0.0,0.0,0.977707006,0.0,0.0,0.022292994,0.0,0.0,508.7692571,139,50.0,0.75,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
LACL,2004,218360104,LH,60.49718225,-153.8414622,21836,1,4,0.047318612,0.0,0.611987382,0.0,0.003154574,0.167192429,0.170347003,0.0,480.19716,139,150.0,0.5,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
LACL,2004,218360103,LH,60.50169541,-153.8422749,21836,1,3,0.0,0.0,0.984025559,0.0,0.0,0.015974441,0.0,0.0,464.7879158,139,50.0,0.95,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,218350205,LH,60.5021337,-153.9465077,21835,2,5,0.044303797,0.0,0.044303797,0.0,0.0,0.0,0.797468354,0.113924051,421.2977684,140,150.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,218350204,LH,60.50378015,-153.9377054,21835,2,4,0.0,0.0,0.06031746,0.0,0.0,0.0,0.93968254,0.0,428.0354526,140,50.0,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,218350206,LH,60.50422758,-153.955791,21835,2,6,0.019230769,0.0,0.176282051,0.0,0.0,0.0,0.602564103,0.201923077,415.6669895,140,150.0,0.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
LACL,2004,218360102,LH,60.50617008,-153.8415887,21836,1,2,0.0,0.0,0.798722045,0.124600639,0.03514377,0.041533546,0.0,0.0,535.0086667,139,50.0,0.85,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
LACL,2004,218350203,LH,60.50619733,-153.9296191,21835,2,3,0.0,0.012658228,0.132911392,0.0,0.0,0.009493671,0.844936709,0.0,444.27648,140,50.0,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,218350202,LH,60.50786667,-153.9208042,21835,2,2,0.0,0.0,0.018987342,0.0,0.0,0.0,0.981012658,0.0,451.612,140,50.0,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,218350201,LH,60.50821854,-153.9117165,21835,2,1,0.060897436,0.0,0.394230769,0.0,0.0,0.0,0.365384615,0.179487179,450.7671158,140,150.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LACL,2004,218360101,LH,60.51069824,-153.8408108,21836,1,1,0.0,0.0,0.041139241,0.639240506,0.0,0.056962025,0.0,0.262658228,721.4616,139,150.0,0.3,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
LACL,2004,218410101,AR,60.52578106,-152.9455304,21841,1,1,0.015822785,0.0,0.212025316,0.259493671,0.0,0.0,0.022151899,0.490506329,630.8076632,149,150.0,0.0,2,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0
LACL,2004,218410102,AR,60.52936222,-152.9389499,21841,1,2,0.016025641,0.0,0.141025641,0.294871795,0.0,0.0,0.070512821,0.477564103,619.52124,149,150.0,0.0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
LACL,2004,218410103,AR,60.5315608,-152.9303059,21841,1,3,0.044444444,0.0,0.234920635,0.222222222,0.0,0.0,0.00952381,0.488888889,639.7026286,149,150.0,0.0,2,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
LACL,2004,218410104,AR,60.53497349,-152.9240887,21841,1,4,0.0,0.0,0.057324841,0.171974522,0.0,0.0,0.0,0.770700637,628.00992,149,150.0,0.0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
LACL,2004,220750103,LH,60.53558704,-153.7610129,22075,1,3,0.0,0.0,0.012658228,0.949367089,0.0,0.0,0.0,0.037974684,929.8141714,141,150.0,0.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LACL,2004,220750104,LH,60.53620555,-153.7702846,22075,1,4,0.0,0.0,0.232258065,0.751612903,0.0,0.0,0.0,0.016129032,877.3587789,141,150.0,0.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LACL,2004,220750102,LH,60.53695489,-153.7519178,22075,1,2,0.0,0.0,0.0,0.698717949,0.0,0.0,0.0,0.301282051,1031.796126,141,150.0,0.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LACL,2004,218410105,AR,60.53863755,-152.918601,21841,1,5,0.0,0.0,0.338607595,0.411392405,0.0,0.0,0.056962025,0.193037975,603.9371368,149,150.0,0.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LACL,2004,220750101,LH,60.53879371,-153.7434624,22075,1,1,0.0,0.0,0.0,0.97133758,0.0,0.0,0.0,0.02866242,1071.633257,141,150.0,0.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LACL,2004,220750105,LH,60.53989174,-153.7791002,22075,1,5,0.0,0.0,0.324921136,0.675078864,0.0,0.0,0.0,0.0,853.5683368,141,150.0,0.0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
LACL,2004,218410106,AR,60.54226113,-152.9113608,21841,1,6,0.0,0.0,0.391585761,0.252427184,0.0,0.0,0.155339806,0.200647249,577.4944,149,150.0,0.0,2,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
LACL,2004,220750106,LH,60.54415494,-153.782208,22075,1,6,0.0,0.0,0.193548387,0.729032258,0.0,0.0,0.0,0.077419355,850.0533333,141,150.0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LACL,2004,218410107,AR,60.54577894,-152.9043116,21841,1,7,0.0,0.0,0.67721519,0.034810127,0.0,0.003164557,0.094936709,0.189873418,575.0292632,149,150.0,0.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LACL,2004,220750107,LH,60.54831471,-153.7860987,22075,1,7,0.0,0.0,0.105095541,0.722929936,0.0,0.0,0.0,0.171974522,875.3374737,141,150.0,0.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LACL,2004,218410108,AR,60.55065435,-152.900582,21841,1,8,0.034700315,0.0,0.876971609,0.015772871,0.0,0.0,0.059936909,0.012618297,507.4117895,149,150.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LACL,2004,220750108,LH,60.5511348,-153.7932362,22075,1,8,0.0,0.0,0.176656151,0.738170347,0.0,0.0,0.0,0.085173502,831.2698105,141,150.0,0.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LACL,2004,220750109,LH,60.55241313,-153.8021907,22075,1,9,0.0,0.0,0.696202532,0.297468354,0.0,0.006329114,0.0,0.0,755.17248,141,150.0,0.0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
LACL,2004,218410115,AR,60.5539207,-152.8407487,21841,1,15,0.0,0.0,0.134615385,0.0,0.0,0.0,0.147435897,0.717948718,424.3977143,149,150.0,0.0,2,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
LACL,2004,220750201,LH,60.55450995,-153.8219194,22075,2,1,0.0,0.0,0.696485623,0.0,0.025559105,0.124600639,0.153354633,0.0,607.58832,142,150.0,0.0,2,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1
LACL,2004,218410109,AR,60.55452009,-152.8957341,21841,1,9,0.035369775,0.0,0.92926045,0.0,0.0,0.0,0.022508039,0.012861736,457.8531429,149,150.0,0.0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
LACL,2004,218410110,AR,60.55544914,-152.8866739,21841,1,10,0.0,0.0,0.971246006,0.0,0.0,0.0,0.028753994,0.0,476.7072,149,150.0,0.0,2,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
LACL,2004,218410112,AR,60.55764746,-152.8677758,21841,1,12,0.0,0.0,0.296529968,0.015772871,0.0,0.0,0.507886435,0.179810726,406.8117474,149,150.0,0.0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
LACL,2004,218410111,AR,60.55769021,-152.8773822,21841,1,11,0.059936909,0.0,0.728706625,0.0,0.0,0.0,0.110410095,0.100946372,406.6673684,149,150.0,0.0,2,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
LACL,2004,220750202,LH,60.55817854,-153.8163676,22075,2,2,0.0,0.0,0.330188679,0.003144654,0.0,0.254716981,0.411949686,0.0,625.32768,142,50.0,0.0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
LACL,2004,220750203,LH,60.56128152,-153.8095579,22075,2,3,0.0,0.0,0.59807074,0.0,0.0,0.180064309,0.221864952,0.0,629.7168,142,150.0,0.0,2,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1
LACL,2004,220750204,LH,60.56447268,-153.8029584,22075,2,4,0.0,0.0,0.304487179,0.044871795,0.0,0.099358974,0.551282051,0.0,620.5888421,142,150.0,0.0,2,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1
LACL,2004,220750205,LH,60.56701591,-153.7952184,22075,2,5,0.0,0.0,0.387820513,0.157051282,0.0,0.211538462,0.243589744,0.0,629.24055,142,150.0,0.0,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0
LACL,2004,220750206,LH,60.57065533,-153.7889846,22075,2,6,0.0,0.0,0.914556962,0.037974684,0.0,0.03164557,0.015822785,0.0,612.98328,142,150.0,0.3,2,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0
LACL,2004,220750207,LH,60.57400986,-153.7827109,22075,2,7,0.0,0.0,0.551282051,0.326923077,0.0,0.028846154,0.086538462,0.006410256,609.2310316,142,150.0,0.0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
LACL,2004,220750208,LH,60.57694914,-153.7754244,22075,2,8,0.003205128,0.0,0.467948718,0.317307692,0.0,0.025641026,0.147435897,0.038461538,608.0118316,142,150.0,0.0,2,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
LACL,2004,220750209,LH,60.57898242,-153.766981,22075,2,9,0.022292994,0.0,0.751592357,0.054140127,0.0,0.0,0.098726115,0.073248408,605.7827429,142,150.0,0.25,2,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
LACL,2004,220750210,LH,60.57971114,-153.7576772,22075,2,10,0.015873016,0.0,0.603174603,0.038095238,0.0,0.082539683,0.196825397,0.063492063,612.48036,142,150.0,0.0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
LACL,2004,223120104,LH,60.61191701,-154.1045621,22312,1,4,0.0,0.0,0.0,0.855305466,0.0,0.0,0.0,0.144694534,937.2164571,142,150.0,0.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LACL,2004,223120401,LH,60.62611118,-154.2696432,22312,4,1,0.056962025,0.0,0.71835443,0.17721519,0.009493671,0.0,0.037974684,0.0,576.3913143,143,150.0,0.0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
LACL,2004,223120402,LH,60.62793969,-154.261233,22312,4,2,0.0,0.0,0.57278481,0.155063291,0.148734177,0.006329114,0.117088608,0.0,600.6485053,143,150.0,0.33,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
LACL,2004,223120311,LH,60.62894468,-154.2801353,22312,3,11,0.0,0.0,0.807692308,0.192307692,0.0,0.0,0.0,0.0,589.7559158,143,150.0,0.0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
LACL,2004,223120208,LH,60.63196954,-154.191226,22312,2,8,0.0,0.0,0.233438486,0.766561514,0.0,0.0,0.0,0.0,708.1145684,142,150.0,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,223120209,LH,60.6322267,-154.2004361,22312,2,9,0.08974359,0.0,0.362179487,0.512820513,0.0,0.0,0.03525641,0.0,704.4653714,142,150.0,0.0,2,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0
LACL,2004,223120207,LH,60.63280446,-154.1821572,22312,2,7,0.015974441,0.0,0.220447284,0.763578275,0.0,0.0,0.0,0.0,739.5891789,142,150.0,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
LACL,2004,223120310,LH,60.63297487,-154.2760414,22312,3,10,0.0,0.0,0.692063492,0.307936508,0.0,0.0,0.0,0.0,588.24876,143,150.0,0.15,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,223120301,LH,60.63327972,-154.2275955,22312,3,1,0.0,0.0,0.525477707,0.302547771,0.0,0.140127389,0.031847134,0.0,749.4451429,143,150.0,0.0,2,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
LACL,2004,223120206,LH,60.63478544,-154.1738147,22312,2,6,0.0,0.0,0.411392405,0.588607595,0.0,0.0,0.0,0.0,758.2988571,142,150.0,0.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LACL,2004,223120205,LH,60.63584299,-154.1648821,22312,2,5,0.0,0.0,0.596214511,0.403785489,0.0,0.0,0.0,0.0,838.94676,142,150.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,223120302,LH,60.63662913,-154.2336663,22312,3,2,0.0,0.0,0.446202532,0.553797468,0.0,0.0,0.0,0.0,666.81096,143,150.0,0.01,2,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0
LACL,2004,223120309,LH,60.63688754,-154.271918,22312,3,9,0.0,0.0,0.708333333,0.291666667,0.0,0.0,0.0,0.0,592.836,143,150.0,0.0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
LACL,2004,223120303,LH,60.63978885,-154.2402669,22312,3,3,0.0,0.0,0.318471338,0.671974522,0.0,0.0,0.00955414,0.0,644.75868,143,150.0,0.0,2,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0
LACL,2004,223120308,LH,60.64103524,-154.2682829,22312,3,8,0.0,0.0,0.760383387,0.239616613,0.0,0.0,0.0,0.0,604.82988,143,150.0,0.0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
LACL,2004,223120203,LH,60.64132442,-154.152135,22312,2,3,0.0,0.0,0.622222222,0.288888889,0.028571429,0.057142857,0.0,0.003174603,843.9186286,142,150.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,223120304,LH,60.6432463,-154.2459598,22312,3,4,0.050955414,0.0,0.350318471,0.506369427,0.0,0.0,0.092356688,0.0,632.9412632,143,150.0,0.0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
LACL,2004,223120307,LH,60.64502645,-154.2639347,22312,3,7,0.080128205,0.0,0.439102564,0.317307692,0.0,0.0,0.163461538,0.0,610.10292,143,150.0,0.0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
LACL,2004,223120202,LH,60.64533541,-154.1484161,22312,2,2,0.0,0.0,0.329113924,0.664556962,0.0,0.006329114,0.0,0.0,783.19884,142,150.0,0.0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
LACL,2004,223120305,LH,60.64612004,-154.2531904,22312,3,5,0.067307692,0.0,0.490384615,0.426282051,0.0,0.0,0.016025641,0.0,625.3044571,143,150.0,0.1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
LACL,2004,223120306,LH,60.64913526,-154.2602289,22312,3,6,0.019047619,0.0,0.368253968,0.60952381,0.0,0.0,0.003174603,0.0,612.92232,143,150.0,0.05,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
LACL,2004,223120201,LH,60.64941153,-154.1442454,22312,2,1,0.0,0.0,0.528846154,0.429487179,0.003205128,0.038461538,0.0,0.0,744.4232,142,150.0,0.0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
LACL,2004,223180110,AR,60.70038213,-153.0416373,22318,1,10,0.0,0.0,0.945859873,0.0,0.0,0.041401274,0.0,0.012738854,305.7144,149,50.0,0.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
LACL,2004,223180109,AR,60.70466084,-153.0442465,22318,1,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,476.3703158,149,50.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
LACL,2004,223180108,AR,60.70559878,-153.0532234,22318,1,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,515.5932632,149,50.0,0.95,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
LACL,2004,223180107,AR,60.71009106,-153.0520847,22318,1,7,0.0,0.0,0.924050633,0.037974684,0.034810127,0.003164557,0.0,0.0,645.5022316,149,50.0,0.95,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
LACL,2004,223180101,AR,60.71390256,-153.0469119,22318,1,1,0.0,0.0,0.770700637,0.21656051,0.0,0.012738854,0.0,0.0,781.5072,149,150.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
LACL,2004,223180106,AR,60.71394271,-153.0340663,22318,1,6,0.0,0.0,0.712025316,0.287974684,0.0,0.0,0.0,0.0,787.93848,149,150.0,0.15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
LACL,2004,223180105,AR,60.71742388,-153.0280397,22318,1,5,0.0,0.0,0.652733119,0.347266881,0.0,0.0,0.0,0.0,816.3414857,149,150.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LACL,2004,223180102,AR,60.71852845,-153.0448875,22318,1,2,0.0,0.0,0.851735016,0.148264984,0.0,0.0,0.0,0.0,784.29612,149,150.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
LACL,2004,223180103,AR,60.7212265,-153.0373059,22318,1,3,0.0,0.0,0.814102564,0.185897436,0.0,0.0,0.0,0.0,791.1485053,149,150.0,0.0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
LACL,2004,223180301,AR,60.72194492,-153.0908871,22318,3,1,0.0,0.0,0.0,0.424437299,0.0,0.0,0.0,0.575562701,1233.140589,150,150.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,223180104,AR,60.72199278,-153.0281636,22318,1,4,0.0,0.0,0.688888889,0.311111111,0.0,0.0,0.0,0.0,809.1424,149,150.0,0.0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0
LACL,2004,223180204,AR,60.72293641,-153.0509801,22318,2,4,0.0,0.0,0.233974359,0.766025641,0.0,0.0,0.0,0.0,887.9259429,150,150.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
LACL,2004,223180203,AR,60.72749365,-153.0519927,22318,2,3,0.0,0.0,0.0,0.903846154,0.0,0.0,0.0,0.096153846,1019.684337,150,150.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,223180202,AR,60.73073762,-153.0452981,22318,2,2,0.0,0.0,0.0,0.71884984,0.0,0.0,0.0,0.28115016,1135.620632,150,150.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,225530104,LH,60.75952694,-153.9308122,22553,1,4,0.0,0.0,0.0,0.182692308,0.0,0.0,0.0,0.817307692,1281.523579,142,150.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,227890403,LH,60.76339158,-154.3531746,22789,4,3,0.0,0.0,0.016129032,0.703225806,0.0,0.258064516,0.0,0.022580645,795.3354947,145,150.0,0.0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LACL,2004,225530106,LH,60.76415224,-153.9478464,22553,1,6,0.0,0.0,0.015822785,0.724683544,0.0,0.0,0.0,0.259493671,1193.00244,142,150.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,227890402,LH,60.76629365,-154.3602294,22789,4,2,0.0,0.0,0.414012739,0.585987261,0.0,0.0,0.0,0.0,774.1278316,145,150.0,0.0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
LACL,2004,225530108,LH,60.76798989,-153.9649039,22553,1,8,0.0,0.0,0.269230769,0.692307692,0.0,0.0,0.0,0.038461538,1088.281143,142,150.0,0.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LACL,2004,227890306,LH,60.76891936,-154.3765601,22789,3,6,0.063291139,0.0,0.433544304,0.503164557,0.0,0.0,0.0,0.0,765.0961263,145,150.0,0.0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LACL,2004,227890401,LH,60.76940727,-154.3669286,22789,4,1,0.0,0.0,0.519230769,0.432692308,0.0,0.0,0.048076923,0.0,759.0482526,145,150.0,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LACL,2004,227890305,LH,60.76981145,-154.3857079,22789,3,5,0.054662379,0.0,0.430868167,0.514469453,0.0,0.0,0.0,0.0,755.6862857,145,150.0,0.0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
LACL,2004,227890304,LH,60.77031487,-154.3948889,22789,3,4,0.139240506,0.0,0.284810127,0.534810127,0.0,0.0,0.0,0.041139241,744.73308,145,150.0,0.0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
LACL,2004,225530109,LH,60.7709161,-153.9745072,22553,1,9,0.0,0.0,0.591772152,0.047468354,0.0,0.360759494,0.0,0.0,935.79696,142,150.0,0.0,2,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0
LACL,2004,227890303,LH,60.7710549,-154.4039862,22789,3,3,0.0,0.0,0.49201278,0.50798722,0.0,0.0,0.0,0.0,723.9338667,145,150.0,0.0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
LACL,2004,227890302,LH,60.77185295,-154.4132831,22789,3,2,0.159235669,0.0,0.474522293,0.194267516,0.0,0.0,0.0,0.171974522,717.2089143,145,150.0,0.0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
LACL,2004,227890301,LH,60.77249525,-154.4223338,22789,3,1,0.0,0.0,0.876190476,0.123809524,0.0,0.0,0.0,0.0,736.6855579,145,150.0,0.0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
LACL,2004,225530110,LH,60.7749778,-153.9792497,22553,1,10,0.492063492,0.0,0.431746032,0.0,0.0,0.076190476,0.0,0.0,780.7524571,142,150.0,0.0,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
